job_id,detailed_welfare
35BB7E5B,Laptop
35BB7E5B,Chế độ bảo hiểm
35BB7E5B,Du Lịch
35BB7E5B,Phụ cấp
35BB7E5B,Đồng phục
35BB7E5B,Chế độ thưởng
35BB7E5B,Chăm sóc sức khỏe
35BB7E5B,Đào tạo
35BB7E5B,Tăng lương
35BB7E5B,Công tác phí
35BB7E5B,Phụ cấp thâm niên
35BB7E5B,Nghỉ phép năm
35BB7E61,Chế độ bảo hiểm
35BB7E61,Phụ cấp
35BB7E61,Chế độ thưởng
35BB7E61,Chăm sóc sức khỏe
35BB7E61,Đào tạo
35BB7E61,Tăng lương
35BA85B1,Chế độ bảo hiểm
35BA85B1,Du Lịch
35BA85B1,Phụ cấp
35BA85B1,Chế độ thưởng
35BA85B1,Đào tạo
35BA85B1,Tăng lương
35BA85B1,Công tác phí
35BA85B1,Nghỉ phép năm
35BB7E5E,Laptop
35BB7E5E,Chế độ bảo hiểm
35BB7E5E,Du Lịch
35BB7E5E,Phụ cấp
35BB7E5E,Xe đưa đón
35BB7E5E,Đồng phục
35BB7E5E,Chế độ thưởng
35BB7E5E,Chăm sóc sức khỏe
35BB7E5E,Đào tạo
35BB7E5E,Tăng lương
35BB7E5E,Công tác phí
35BB7E5E,Phụ cấp thâm niên
35BB7E5E,Nghỉ phép năm
35BB7E5E,CLB thể thao
35BB7E63,Chế độ bảo hiểm
35BB7E63,Du Lịch
35BB7E63,Chế độ thưởng
35BB7E63,Đào tạo
35BB7E63,Tăng lương
35BB7E62,Chế độ bảo hiểm
35BB7E62,Du Lịch
35BB7E62,Chế độ thưởng
35BB7E62,Đào tạo
35BB7E62,Tăng lương
35BB7E64,Chế độ bảo hiểm
35BB7E64,Phụ cấp
35BB7E64,Chế độ thưởng
35BB7E64,Chăm sóc sức khỏe
35BB7E64,Đào tạo
35BB7E64,Tăng lương
35BB7E54,Chế độ bảo hiểm
35BB7E54,Du Lịch
35BB7E54,Phụ cấp
35BB7E54,Đồng phục
35BB7E54,Chế độ thưởng
35BB7E54,Chăm sóc sức khỏe
35BB7E54,Đào tạo
35BB7E54,Tăng lương
35BB7E66,Chế độ bảo hiểm
35BB7E66,Du Lịch
35BB7E66,Phụ cấp
35BB7E66,Đồng phục
35BB7E66,Chế độ thưởng
35BB7E66,Chăm sóc sức khỏe
35BB7E66,Đào tạo
35BB7E66,Tăng lương
35BB7E66,Công tác phí
35BB7E66,Nghỉ phép năm
35BB7E56,Chế độ bảo hiểm
35BB7E56,Du Lịch
35BB7E56,Phụ cấp
35BB7E56,Đồng phục
35BB7E56,Chế độ thưởng
35BB7E56,Chăm sóc sức khỏe
35BB7E56,Đào tạo
35BB7E56,Tăng lương
35BB7E56,Công tác phí
35BB7E56,Phụ cấp thâm niên
35BB7E56,Nghỉ phép năm
35BB7E58,Laptop
35BB7E58,Chế độ bảo hiểm
35BB7E58,Du Lịch
35BB7E58,Phụ cấp
35BB7E58,Đồng phục
35BB7E58,Chế độ thưởng
35BB7E58,Chăm sóc sức khỏe
35BB7E58,Đào tạo
35BB7E58,Tăng lương
35BB7E58,Công tác phí
35BB7E58,Nghỉ phép năm
35BB7E53,Laptop
35BB7E53,Chế độ bảo hiểm
35BB7E53,Du Lịch
35BB7E53,Phụ cấp
35BB7E53,Du lịch nước ngoài
35BB7E53,Chế độ thưởng
35BB7E53,Chăm sóc sức khỏe
35BB7E53,Đào tạo
35BB7E53,Tăng lương
35BB7E53,Công tác phí
35BB7E53,Nghỉ phép năm
35BB7E32,Chế độ bảo hiểm
35BB7E32,Du Lịch
35BB7E32,Phụ cấp
35BB7E32,Chế độ thưởng
35BB7E32,Chăm sóc sức khỏe
35BB7E32,Đào tạo
35BB7E32,Tăng lương
35BB7E32,Nghỉ phép năm
35BB7E55,Chế độ bảo hiểm
35BB7E55,Du Lịch
35BB7E55,Phụ cấp
35BB7E55,Chế độ thưởng
35BB7E55,Đào tạo
35BB7E55,Tăng lương
35BB7E55,Nghỉ phép năm
35BB2A11,Chế độ bảo hiểm
35BB2A11,Du Lịch
35BB2A11,Chế độ thưởng
35BB2A11,Đào tạo
35BB2A11,Nghỉ phép năm
35BB2A12,Chế độ bảo hiểm
35BB2A12,Du Lịch
35BB2A12,Chế độ thưởng
35BB2A12,Đào tạo
35BB2A12,Tăng lương
35BB290B,Chế độ bảo hiểm
35BB290B,Du Lịch
35BB290B,Phụ cấp
35BB290B,Đồng phục
35BB290B,Chế độ thưởng
35BB290B,Chăm sóc sức khỏe
35BB290B,Đào tạo
35BB290B,Tăng lương
35BB290B,Nghỉ phép năm
35BB290B,CLB thể thao
35BB2973,Chế độ bảo hiểm
35BB2973,Du Lịch
35BB2973,Phụ cấp
35BB2973,Đồng phục
35BB2973,Chế độ thưởng
35BB2973,Chăm sóc sức khỏe
35BB2973,Đào tạo
35BB2973,Tăng lương
35BB2973,Nghỉ phép năm
35BB297D,Phụ cấp
35BB297D,Chế độ thưởng
35BB297D,Đào tạo
35BB297D,Tăng lương
35BB297D,Nghỉ phép năm
35BB2A1A,Laptop
35BB2A1A,Chế độ bảo hiểm
35BB2A1A,Du Lịch
35BB2A1A,Chế độ thưởng
35BB2A1A,Đào tạo
35BB2A1A,Tăng lương
35BB2A0B,Chế độ bảo hiểm
35BB2A0B,Du Lịch
35BB2A0B,Phụ cấp
35BB2A0B,Chế độ thưởng
35BB2A0B,Chăm sóc sức khỏe
35BB2A0B,Đào tạo
35BB2A0B,Tăng lương
35BB2A0B,Công tác phí
35BB2A0B,Nghỉ phép năm
35BB2A26,Laptop
35BB2A26,Chế độ bảo hiểm
35BB2A26,Du Lịch
35BB2A26,Chế độ thưởng
35BB2A26,Chăm sóc sức khỏe
35BB2A26,Đào tạo
35BB2A26,Tăng lương
35BB256D,Laptop
35BB256D,Chế độ bảo hiểm
35BB256D,Du Lịch
35BB256D,Phụ cấp
35BB256D,Chế độ thưởng
35BB256D,Chăm sóc sức khỏe
35BB256D,Đào tạo
35BB256D,Tăng lương
35BB256D,Công tác phí
35BB256D,Nghỉ phép năm
35BB7E29,Laptop
35BB7E29,Chế độ bảo hiểm
35BB7E29,Phụ cấp
35BB7E29,Xe đưa đón
35BB7E29,Chế độ thưởng
35BB7E29,Chăm sóc sức khỏe
35BB7E29,Tăng lương
35BB7E29,Nghỉ phép năm
35BB29BF,Laptop
35BB29BF,Chế độ bảo hiểm
35BB29BF,Phụ cấp
35BB29BF,Tăng lương
35BB29BF,Nghỉ phép năm
35BB7E2B,Unknown
35BB7B16,Unknown
35BB7E30,Chế độ bảo hiểm
35BB7E30,Du Lịch
35BB7E30,Phụ cấp
35BB7E30,Chế độ thưởng
35BB7E30,Chăm sóc sức khỏe
35BB7E30,Đào tạo
35BB7E30,Tăng lương
35BB7E30,Nghỉ phép năm
35BB7E2D,Laptop
35BB7E2D,Chế độ bảo hiểm
35BB7E2D,Du Lịch
35BB7E2D,Chế độ thưởng
35BB7E2D,Chăm sóc sức khỏe
35BB7E2D,Đào tạo
35BB7E2D,Công tác phí
35BB7E2D,Nghỉ phép năm
35BB29CE,Chế độ bảo hiểm
35BB29CE,Du Lịch
35BB29CE,Xe đưa đón
35BB29CE,Đồng phục
35BB29CE,Chế độ thưởng
35BB29CE,Chăm sóc sức khỏe
35BB29CE,Đào tạo
35BB29CE,Tăng lương
35BB29CE,Nghỉ phép năm
35BB7E2F,Laptop
35BB7E2F,Chế độ bảo hiểm
35BB7E2F,Du Lịch
35BB7E2F,Phụ cấp
35BB7E2F,Chế độ thưởng
35BB7E2F,Chăm sóc sức khỏe
35BB7E2F,Đào tạo
35BB7E2F,Tăng lương
35BB7E2F,Công tác phí
35BB7E2F,Nghỉ phép năm
35BB29D6,Chế độ bảo hiểm
35BB29D6,Du Lịch
35BB29D6,Chế độ thưởng
35BB29D6,Chăm sóc sức khỏe
35BB29D6,Đào tạo
35BB29D6,Tăng lương
35BB7E31,Laptop
35BB7E31,Chế độ bảo hiểm
35BB7E31,Du Lịch
35BB7E31,Phụ cấp
35BB7E31,Đồng phục
35BB7E31,Chế độ thưởng
35BB7E31,Chăm sóc sức khỏe
35BB7E31,Đào tạo
35BB7E31,Tăng lương
35BB7E31,Công tác phí
35BB7E31,Nghỉ phép năm
35BB29DA,Chế độ bảo hiểm
35BB29DA,Du Lịch
35BB29DA,Phụ cấp
35BB29DA,Đồng phục
35BB29DA,Chế độ thưởng
35BB29DA,Chăm sóc sức khỏe
35BB29DA,Đào tạo
35BB29DA,Công tác phí
35BB29DA,Nghỉ phép năm
35BB29D3,Chế độ bảo hiểm
35BB29D3,Du Lịch
35BB29D3,Chế độ thưởng
35BB29D3,Chăm sóc sức khỏe
35BB29D3,Đào tạo
35BB29D3,Tăng lương
35BB29D3,Nghỉ phép năm
35BB2982,Chế độ bảo hiểm
35BB2982,Đồng phục
35BB2982,Chế độ thưởng
35BB2982,Chăm sóc sức khỏe
35BB2982,Đào tạo
35BB2982,Tăng lương
35BB29FB,Chế độ bảo hiểm
35BB29FB,Du Lịch
35BB29FB,Đồng phục
35BB29FB,Chế độ thưởng
35BB29FB,Chăm sóc sức khỏe
35BB29FB,Đào tạo
35BB29FB,Tăng lương
35BB29FB,Nghỉ phép năm
35BB29E1,Chế độ bảo hiểm
35BB29E1,Du Lịch
35BB29E1,Đồng phục
35BB29E1,Chế độ thưởng
35BB29E1,Chăm sóc sức khỏe
35BB29E1,Đào tạo
35BB29E1,Tăng lương
35BB29E1,Nghỉ phép năm
35BB29AF,Chế độ bảo hiểm
35BB29AF,Du Lịch
35BB29AF,Phụ cấp
35BB29AF,Đồng phục
35BB29AF,Chế độ thưởng
35BB29AF,Chăm sóc sức khỏe
35BB29AF,Đào tạo
35BB29AF,Tăng lương
35BB29AF,Phụ cấp thâm niên
35BB29AF,Nghỉ phép năm
35BB2997,Chế độ bảo hiểm
35BB2997,Du Lịch
35BB2997,Phụ cấp
35BB2997,Đồng phục
35BB2997,Chế độ thưởng
35BB2997,Chăm sóc sức khỏe
35BB2997,Đào tạo
35BB2997,Tăng lương
35BB2997,Nghỉ phép năm
35BB2998,Chế độ bảo hiểm
35BB2998,Du Lịch
35BB2998,Đồng phục
35BB2998,Chế độ thưởng
35BB2998,Chăm sóc sức khỏe
35BB2998,Đào tạo
35BB2998,Tăng lương
35BB2998,Công tác phí
35BB2998,Phụ cấp thâm niên
35BB2998,Nghỉ phép năm
35BB29F4,Laptop
35BB29F4,Chế độ bảo hiểm
35BB29F4,Du Lịch
35BB29F4,Phụ cấp
35BB29F4,Chăm sóc sức khỏe
35BB29F4,Đào tạo
35BB29F4,Tăng lương
35BB29F4,Công tác phí
35BB29F4,Nghỉ phép năm
35BB28D6,Laptop
35BB28D6,Chế độ bảo hiểm
35BB28D6,Du Lịch
35BB28D6,Phụ cấp
35BB28D6,Đồng phục
35BB28D6,Chế độ thưởng
35BB28D6,Đào tạo
35BB28D6,Tăng lương
35BB28D6,Công tác phí
35BB28D6,Phụ cấp thâm niên
35BB28D6,CLB thể thao
35BB29AE,Chế độ bảo hiểm
35BB29AE,Chế độ thưởng
35BB29AE,Chăm sóc sức khỏe
35BB29AE,Đào tạo
35BB29AE,Tăng lương
35BB299D,Chế độ bảo hiểm
35BB299D,Du Lịch
35BB299D,Phụ cấp
35BB299D,Chế độ thưởng
35BB299D,Chăm sóc sức khỏe
35BB299D,Đào tạo
35BB299D,Tăng lương
35BB299D,Nghỉ phép năm
35BB29D5,Chế độ bảo hiểm
35BB29D5,Du Lịch
35BB29D5,Chế độ thưởng
35BB29D5,Chăm sóc sức khỏe
35BB29D5,Đào tạo
35BB29D5,Tăng lương
35BB297F,Chế độ bảo hiểm
35BB297F,Du Lịch
35BB297F,Chế độ thưởng
35BB297F,Chăm sóc sức khỏe
35BB297F,Đào tạo
35BB297F,Tăng lương
35BB2980,Chế độ bảo hiểm
35BB2980,Du Lịch
35BB2980,Phụ cấp
35BB2980,Đồng phục
35BB2980,Chế độ thưởng
35BB2980,Chăm sóc sức khỏe
35BB2980,Đào tạo
35BB2980,Tăng lương
35BB2980,Công tác phí
35BB2980,Phụ cấp thâm niên
35BB2980,Nghỉ phép năm
35BB29C6,Laptop
35BB29C6,Chế độ bảo hiểm
35BB29C6,Du Lịch
35BB29C6,Phụ cấp
35BB29C6,Đồng phục
35BB29C6,Chế độ thưởng
35BB29C6,Chăm sóc sức khỏe
35BB29C6,Đào tạo
35BB29C6,Tăng lương
35BB29C6,Nghỉ phép năm
35BB28D8,Chế độ bảo hiểm
35BB28D8,Du Lịch
35BB28D8,Phụ cấp
35BB28D8,Chế độ thưởng
35BB28D8,Đào tạo
35BB28D8,Tăng lương
35BB28D8,Phụ cấp thâm niên
35BB28D8,Nghỉ phép năm
35BB29C0,Chế độ bảo hiểm
35BB29C0,Du Lịch
35BB29C0,Chế độ thưởng
35BB29C0,Chăm sóc sức khỏe
35BB29C0,Đào tạo
35BB29C0,Tăng lương
35BB29B6,Chế độ bảo hiểm
35BB29B6,Du Lịch
35BB29B6,Chế độ thưởng
35BB29B6,Đào tạo
35BB29B6,Tăng lương
35BB29B5,Laptop
35BB29B5,Chế độ bảo hiểm
35BB29B5,Du Lịch
35BB29B5,Phụ cấp
35BB29B5,Đồng phục
35BB29B5,Chăm sóc sức khỏe
35BB29B5,Đào tạo
35BB29B5,Nghỉ phép năm
35BB2937,Chế độ bảo hiểm
35BB2937,Du Lịch
35BB2937,Chế độ thưởng
35BB2937,Chăm sóc sức khỏe
35BB2937,Đào tạo
35BB2937,Tăng lương
35BB293C,Chế độ bảo hiểm
35BB293C,Du Lịch
35BB293C,Chế độ thưởng
35BB293C,Chăm sóc sức khỏe
35BB293C,Đào tạo
35BB293C,Tăng lương
35BB291B,Laptop
35BB291B,Chế độ bảo hiểm
35BB291B,Du Lịch
35BB291B,Phụ cấp
35BB291B,Đồng phục
35BB291B,Chế độ thưởng
35BB291B,Chăm sóc sức khỏe
35BB291B,Đào tạo
35BB291B,Tăng lương
35BB291B,Công tác phí
35BB291B,Phụ cấp thâm niên
35BB291B,Nghỉ phép năm
35BB2919,Laptop
35BB2919,Chế độ bảo hiểm
35BB2919,Du Lịch
35BB2919,Phụ cấp
35BB2919,Du lịch nước ngoài
35BB2919,Đồng phục
35BB2919,Chế độ thưởng
35BB2919,Chăm sóc sức khỏe
35BB2919,Đào tạo
35BB2919,Tăng lương
35BB2919,Công tác phí
35BB2919,Phụ cấp thâm niên
35BB2919,Nghỉ phép năm
35BB2919,CLB thể thao
35BB291F,Chế độ bảo hiểm
35BB291F,Du Lịch
35BB291F,Chế độ thưởng
35BB291F,Chăm sóc sức khỏe
35BB291F,Đào tạo
35BB291F,Tăng lương
35BB2A23,Chế độ bảo hiểm
35BB2A23,Du Lịch
35BB2A23,Chế độ thưởng
35BB2A23,Chăm sóc sức khỏe
35BB2A23,Đào tạo
35BB2A23,Tăng lương
35BB291D,Laptop
35BB291D,Chế độ bảo hiểm
35BB291D,Du Lịch
35BB291D,Phụ cấp
35BB291D,Du lịch nước ngoài
35BB291D,Đồng phục
35BB291D,Chế độ thưởng
35BB291D,Chăm sóc sức khỏe
35BB291D,Đào tạo
35BB291D,Tăng lương
35BB291D,Công tác phí
35BB291D,Phụ cấp thâm niên
35BB291D,Nghỉ phép năm
35BB291D,CLB thể thao
35BB2933,Laptop
35BB2933,Chế độ bảo hiểm
35BB2933,Du Lịch
35BB2933,Phụ cấp
35BB2933,Chế độ thưởng
35BB2933,Chăm sóc sức khỏe
35BB2933,Đào tạo
35BB2933,Tăng lương
35BB2933,Công tác phí
35BB2933,Nghỉ phép năm
35BB2933,CLB thể thao
35BB290C,Chế độ bảo hiểm
35BB290C,Du Lịch
35BB290C,Phụ cấp
35BB290C,Xe đưa đón
35BB290C,Đồng phục
35BB290C,Chế độ thưởng
35BB290C,Chăm sóc sức khỏe
35BB290C,Đào tạo
35BB290C,Tăng lương
35BB290C,Công tác phí
35BB290C,Nghỉ phép năm
35BB2912,Chế độ bảo hiểm
35BB2912,Đồng phục
35BB2912,Chế độ thưởng
35BB2912,Đào tạo
35BB2912,Tăng lương
35BB29EF,Chế độ bảo hiểm
35BB29EF,Du Lịch
35BB29EF,Chế độ thưởng
35BB29EF,Chăm sóc sức khỏe
35BB29EF,Đào tạo
35BB29EF,Tăng lương
35BB2911,Laptop
35BB2911,Chế độ bảo hiểm
35BB2911,Du Lịch
35BB2911,Phụ cấp
35BB2911,Đồng phục
35BB2911,Chế độ thưởng
35BB2911,Chăm sóc sức khỏe
35BB2911,Đào tạo
35BB2911,Tăng lương
35BB2911,Công tác phí
35BB2911,Phụ cấp thâm niên
35BB2911,Nghỉ phép năm
35BB299C,Laptop
35BB299C,Chế độ bảo hiểm
35BB299C,Du Lịch
35BB299C,Chế độ thưởng
35BB299C,Chăm sóc sức khỏe
35BB299C,Đào tạo
35BB299C,Tăng lương
35BB299C,Nghỉ phép năm
35BB29E4,Chế độ bảo hiểm
35BB29E4,Du Lịch
35BB29E4,Chế độ thưởng
35BB29E4,Đào tạo
35BB29E4,Tăng lương
35BB2917,Chế độ bảo hiểm
35BB2917,Du Lịch
35BB2917,Chế độ thưởng
35BB2917,Chăm sóc sức khỏe
35BB2917,Đào tạo
35BB2917,Tăng lương
35BB290F,Chế độ bảo hiểm
35BB290F,Du Lịch
35BB290F,Đồng phục
35BB290F,Chế độ thưởng
35BB290F,Đào tạo
35BB290F,Tăng lương
35BB290F,Phụ cấp thâm niên
35BB290F,Nghỉ phép năm
35BB2921,Laptop
35BB2921,Chế độ bảo hiểm
35BB2921,Du Lịch
35BB2921,Phụ cấp
35BB2921,Đồng phục
35BB2921,Chế độ thưởng
35BB2921,Chăm sóc sức khỏe
35BB2921,Đào tạo
35BB2921,Tăng lương
35BB2921,Công tác phí
35BB2921,Phụ cấp thâm niên
35BB2921,Nghỉ phép năm
35BB7CD7,Chế độ bảo hiểm
35BB7CD7,Du Lịch
35BB7CD7,Chế độ thưởng
35BB7CD7,Chăm sóc sức khỏe
35BB7CD7,Đào tạo
35BB7CD7,Tăng lương
35BB61E0,Laptop
35BB61E0,Chế độ bảo hiểm
35BB61E0,Du Lịch
35BB61E0,Đồng phục
35BB61E0,Chế độ thưởng
35BB61E0,Chăm sóc sức khỏe
35BB61E0,Đào tạo
35BB61E0,Tăng lương
35BB61E0,Nghỉ phép năm
35BB61E0,CLB thể thao
35BB2908,Chế độ bảo hiểm
35BB2908,Du Lịch
35BB2908,Chế độ thưởng
35BB2908,Chăm sóc sức khỏe
35BB2908,Đào tạo
35BB2908,Tăng lương
35BB4AEA,Unknown
35BB7D60,Chế độ bảo hiểm
35BB7D60,Du Lịch
35BB7D60,Đồng phục
35BB7D60,Chế độ thưởng
35BB7D60,Chăm sóc sức khỏe
35BB7D60,Đào tạo
35BB7D60,Tăng lương
35BB7D60,Công tác phí
35BB7D60,Nghỉ phép năm
35BB7D60,CLB thể thao
35BB4A25,Laptop
35BB4A25,Chế độ bảo hiểm
35BB4A25,Du Lịch
35BB4A25,Phụ cấp
35BB4A25,Đồng phục
35BB4A25,Chế độ thưởng
35BB4A25,Chăm sóc sức khỏe
35BB4A25,Đào tạo
35BB4A25,Tăng lương
35BB4A25,Công tác phí
35BB4A25,Nghỉ phép năm
35BB7E27,Unknown
35BB7DA4,Laptop
35BB7DA4,Chế độ bảo hiểm
35BB7DA4,Du Lịch
35BB7DA4,Phụ cấp
35BB7DA4,Đồng phục
35BB7DA4,Chế độ thưởng
35BB7DA4,Chăm sóc sức khỏe
35BB7DA4,Đào tạo
35BB7DA4,Tăng lương
35BB7DA4,Công tác phí
35BB7DA4,Nghỉ phép năm
35BB751F,Laptop
35BB751F,Chế độ bảo hiểm
35BB751F,Du Lịch
35BB751F,Phụ cấp
35BB751F,Đồng phục
35BB751F,Chế độ thưởng
35BB751F,Đào tạo
35BB751F,Tăng lương
35BB751F,Nghỉ phép năm
35BB751F,CLB thể thao
35BB6751,Unknown
35BB7ACA,Laptop
35BB7ACA,Chế độ bảo hiểm
35BB7ACA,Du Lịch
35BB7ACA,Phụ cấp
35BB7ACA,Chế độ thưởng
35BB7ACA,Chăm sóc sức khỏe
35BB7ACA,Đào tạo
35BB7ACA,Tăng lương
35BB7ACA,Nghỉ phép năm
35BB7ACA,CLB thể thao
35BB7D42,Chế độ bảo hiểm
35BB7D42,Du Lịch
35BB7D42,Chế độ thưởng
35BB7D42,Chăm sóc sức khỏe
35BB7D42,Đào tạo
35BB7D42,Tăng lương
35BB7553,Unknown
35BB6219,Chế độ bảo hiểm
35BB6219,Du Lịch
35BB6219,Phụ cấp
35BB6219,Xe đưa đón
35BB6219,Chế độ thưởng
35BB6219,Chăm sóc sức khỏe
35BB6219,Đào tạo
35BB6219,Tăng lương
35BB6219,Công tác phí
35BB6219,Phụ cấp thâm niên
35BB6219,Nghỉ phép năm
35BB6219,CLB thể thao
35BB7DB6,Unknown
35BB7CF2,Chế độ bảo hiểm
35BB7CF2,Du Lịch
35BB7CF2,Chế độ thưởng
35BB7CF2,Chăm sóc sức khỏe
35BB7CF2,Đào tạo
35BB7CF2,Tăng lương
35BB5426,Laptop
35BB5426,Chế độ bảo hiểm
35BB5426,Du Lịch
35BB5426,Phụ cấp
35BB5426,Xe đưa đón
35BB5426,Đồng phục
35BB5426,Chế độ thưởng
35BB5426,Chăm sóc sức khỏe
35BB5426,Đào tạo
35BB5426,Tăng lương
35BB5426,Công tác phí
35BB5426,Phụ cấp thâm niên
35BB5426,Nghỉ phép năm
35BB5426,CLB thể thao
35BB7557,Unknown
35BB49D9,Laptop
35BB49D9,Chế độ bảo hiểm
35BB49D9,Du Lịch
35BB49D9,Phụ cấp
35BB49D9,Chế độ thưởng
35BB49D9,Chăm sóc sức khỏe
35BB49D9,Đào tạo
35BB49D9,Tăng lương
35BB49D9,Công tác phí
35BB7E1C,Laptop
35BB7E1C,Chế độ bảo hiểm
35BB7E1C,Du Lịch
35BB7E1C,Phụ cấp
35BB7E1C,Chế độ thưởng
35BB7E1C,Chăm sóc sức khỏe
35BB7E1C,Đào tạo
35BB7E1C,Tăng lương
35BB7E1C,Công tác phí
35BB7E1C,Nghỉ phép năm
35BB5435,Laptop
35BB5435,Chế độ bảo hiểm
35BB5435,Du Lịch
35BB5435,Phụ cấp
35BB5435,Du lịch nước ngoài
35BB5435,Chế độ thưởng
35BB5435,Chăm sóc sức khỏe
35BB5435,Đào tạo
35BB5435,Tăng lương
35BB5435,Công tác phí
35BB5435,Phụ cấp thâm niên
35BB5435,Nghỉ phép năm
35BB7C5A,Chế độ bảo hiểm
35BB7C5A,Du Lịch
35BB7C5A,Chế độ thưởng
35BB7C5A,Chăm sóc sức khỏe
35BB7C5A,Đào tạo
35BB7C5A,Tăng lương
35BB5005,Laptop
35BB5005,Chế độ bảo hiểm
35BB5005,Du Lịch
35BB5005,Phụ cấp
35BB5005,Xe đưa đón
35BB5005,Đồng phục
35BB5005,Chế độ thưởng
35BB5005,Chăm sóc sức khỏe
35BB5005,Đào tạo
35BB5005,Tăng lương
35BB5005,Công tác phí
35BB5005,Nghỉ phép năm
35BB5005,CLB thể thao
35BA8750,Laptop
35BA8750,Chế độ bảo hiểm
35BA8750,Du Lịch
35BA8750,Chế độ thưởng
35BA8750,Chăm sóc sức khỏe
35BA8750,Tăng lương
35BA8750,Nghỉ phép năm
35BB5473,Chế độ bảo hiểm
35BB5473,Du Lịch
35BB5473,Chế độ thưởng
35BB5473,Đào tạo
35BB5473,Tăng lương
35BB5473,Công tác phí
35BB5473,Nghỉ phép năm
35BB544C,Laptop
35BB544C,Chế độ bảo hiểm
35BB544C,Du Lịch
35BB544C,Phụ cấp
35BB544C,Du lịch nước ngoài
35BB544C,Chế độ thưởng
35BB544C,Chăm sóc sức khỏe
35BB544C,Đào tạo
35BB544C,Tăng lương
35BB544C,Công tác phí
35BB544C,Phụ cấp thâm niên
35BB544C,Nghỉ phép năm
35BB525E,Du Lịch
35BB525E,Chế độ thưởng
35BB525E,Đào tạo
35BB525E,Tăng lương
35BB53E8,Chế độ bảo hiểm
35BB53E8,Phụ cấp
35BB53E8,Chế độ thưởng
35BB53E8,Chăm sóc sức khỏe
35BB53E8,Đào tạo
35BB53E8,Nghỉ phép năm
35BB53DD,Chế độ bảo hiểm
35BB53DD,Du Lịch
35BB53DD,Phụ cấp
35BB53DD,Chế độ thưởng
35BB53DD,Chăm sóc sức khỏe
35BB53DD,Đào tạo
35BB53DD,Tăng lương
35BB53DD,Công tác phí
35BB53DD,Phụ cấp thâm niên
35BB53DD,Nghỉ phép năm
35BB535F,Chế độ bảo hiểm
35BB535F,Du Lịch
35BB535F,Phụ cấp
35BB535F,Chế độ thưởng
35BB535F,Chăm sóc sức khỏe
35BB535F,Đào tạo
35BB535F,Tăng lương
35BB543E,Chế độ bảo hiểm
35BB543E,Chế độ thưởng
35BB543E,Đào tạo
35BB543E,Nghỉ phép năm
35BB5424,Chế độ bảo hiểm
35BB5424,Du Lịch
35BB5424,Chế độ thưởng
35BB5424,Chăm sóc sức khỏe
35BB5424,Đào tạo
35BB5424,Tăng lương
35BB5445,Chế độ bảo hiểm
35BB5445,Du Lịch
35BB5445,Chế độ thưởng
35BB5445,Chăm sóc sức khỏe
35BB5445,Đào tạo
35BB5445,Tăng lương
35BB53B6,Chế độ bảo hiểm
35BB53B6,Du Lịch
