job_id,job_tags
35BB85C9,purchasing staff
35BB85C9,Executive
35BB85C9,specialist
35BB85C9,Coordinator
35BB85C9,Supervisor
35BB85C9,officier
35BB85C0,[MAP] Kế toán tổng hợp ngành may  mặc
35BB85C0,General Accountant
35BB85CA,Head of sales
35BB85CA,Sales & Marketing Admin
35BB85CA,trưởng phòng kinh doanh
35BB85CA,kinh doanh online
35BB85CB,Nhân viên lập trình máy
35BB85CB,Machine Programmer
35BB85CB,Industrial Machine Operator
35BB85CB,tiện CNC
35BB85CB,phay CNC
35BB85CB,ép nhựa
35BB85CB,Kỹ thuật viên vận hành máy
35BB8601,Unknown
35BB857E,biên tập viên
35BB857E,nhân viên media
35BB857E,nhân viên sáng tạo mội dung
35BB857E,sáng tạo nội dung
35BB857E,Biên tập viên chương trình truyền hình
35BB8581,PHÒNG TÀI CHÍNH
35BB8581,TÀI CHÍNH NGÂN HÀNG
35BB8581,CHUYÊN VIÊN TÀI CHÍNH
35BB8581,KẾ TOÁN TÀI CHÍNH
35BB8581,VIỆC LÀM LONG BIÊN
35BB85C6,Nhân viên kho Sóc Trăng
35BB85C6,Nhân viên hành chính kho
35BB85C6,Nhân viên phụ trách kho
35BB85C6,Nhân viên phụ kho
35BB85C6,Nhân viên quản lý kho
35BB85C6,Nhân viên kho hàng
35BB85C6,Nhân viên kho
35BB849E,Nhân Viên Kinh Doanh Dự Án BB
35BB849E,Boutique Sales Associate
35BB849E,Accounts Officer
35BB849E,Account Representative
35BB849E,Network Solution Account Manager
35BB849E,Nhân viên điều phối khách hàng
35BB849E,Nhân viên kinh doanh phụ trách dự án
35BB849E,Nhân viên kinh doanh phụ gia thực phẩm
35BB849E,Nhân viên tư vấn bán hàng kênh siêu thị
35BB849E,Nhân viên Sales hóa chất
35BB849E,Nhân viên kinh doanh bán hàng kỹ thuật
35BB8583,Unknown
35BB8587,HR Manager
35BB8587,Human Resources Manager
35BB8587,Quản Lý Hành Chính Nhân Sự
35BB8587,C&B
35BB8587,Performance management
35BB8587,KPI
35BB8582,Unknown
35BB8584,Unknown
35BB8586,Unknown
35BB84FC,Marketing Operations Officer
35BB84FC,Chuyên viên Social Media
