City,job_id,company_id
Hồ Chí Minh,35BB78B4,C01895
Hồ Chí Minh,35BB7931,C01896
Đồng Nai,35BB7881,C00482
Bà Rịa - Vũng Tàu,35BB773D,C01076
Hồ Chí Minh,35BB773D,C01076
Đồng Nai,35BB7793,C01897
Hà Nội,35BB7979,C00724
Hồ Chí Minh,35BB792D,C00498
Hà Nội,35BB77E5,C01481
Bắc Ninh,35BB77E5,C01481
Hồ Chí Minh,35BB79BC,C01595
Hồ Chí Minh,35BB799A,C00906
Hà Nội,35BB7899,C00218
Hà Nội,35BB7869,C00218
Nghệ An,35BB7907,C00770
Hà Nội,35BB78B7,C00079
Hà Nội,35BB78FD,C01132
Hà Nội,35BB775B,C01003
Hồ Chí Minh,35BB77C1,C01898
Hồ Chí Minh,35BB7915,C01576
Hồ Chí Minh,35BB7976,C00593
Hà Nội,35BB7860,C00279
Bình Dương,35BB7982,C00593
Hải Phòng,35BB7982,C00593
Hà Nội,35BB77EB,C00077
Hồ Chí Minh,35BB774E,C00919
Bình Dương,35BB77CD,C01717
Bình Dương,35BB7878,C01717
Hồ Chí Minh,35BB7871,C01899
Bình Dương,35BB7815,C01632
Thanh Hóa,35BB783A,C00694
Bà Rịa - Vũng Tàu,35BB7863,C00877
Hồ Chí Minh,35BB77CB,C01021
Bình Dương,35BB77AF,C01717
Hồ Chí Minh,35BB7957,C01900
Hà Nội,35BB776E,C01003
Hồ Chí Minh,35BB790C,C01576
Hà Nội,35BB78BD,C01900
Hà Nam,35BB79AE,C01690
Thái Bình,35BB79AE,C01690
Nam Định,35BB79AE,C01690
Hà Nội,35BB7937,C01140
Hà Nội,35BB78E2,C00685
Hồ Chí Minh,35BB775F,C01599
Hà Nội,35BB77C9,C00068
Hà Nội,35BB782D,C01690
Hà Nội,35BB7894,C00345
Hà Nội,35BB78AB,C00049
Hà Nội,35BB779A,C00068
Hà Nội,35BB78AF,C00049
Đồng Nai,35BB78A5,C01901
Hồ Chí Minh,35BB79B0,C01690
Hồ Chí Minh,35BB7882,C01641
Hà Nội,35BB794B,C01140
Hồ Chí Minh,35BB7879,C01641
Đồng Nai,35BB7942,C01698
Hà Nội,35BB7146,C01331
Bình Dương,35BB7872,C01641
Hồ Chí Minh,35BB7958,C01902
Hồ Chí Minh,35BB8445,C00214
Hồ Chí Minh,35BB779B,C01449
Bình Dương,35BB7727,C01903
Hồ Chí Minh,35BB8447,C01621
Cần Thơ,35BB844A,C01471
Hồ Chí Minh,35BB7798,C01904
Hà Nội,35BB8449,C01756
Đồng Nai,35BB78B1,C01901
Hà Nội,35BB844D,C01756
Hà Nội,35BB8453,C01756
Hồ Chí Minh,35BB8453,C01756
Hồ Chí Minh,35BB844E,C00479
Hồ Chí Minh,35BB8452,C01756
Đồng Nai,35BB8443,C00077
Hà Nội,35BB8455,C01756
Hà Nội,35BB83E2,C01041
Hà Nội,35BB8409,C01481
Hải Phòng,35BB8409,C01481
Hồ Chí Minh,35BB8409,C01481
Hà Nội,35BB8456,C01756
Hà Nội,35BB8407,C01041
Hà Nội,35BB844F,C01756
Hà Nội,35BB8412,C00825
Hồ Chí Minh,35BB8412,C00825
Hà Nội,35BB840F,C00825
Hà Nội,35BB8454,C01756
Hồ Chí Minh,35BB8454,C01756
Hưng Yên,35BB8454,C01756
Hà Nội,35BB8414,C01481
Bắc Ninh,35BB8414,C01481
Hồ Chí Minh,35BB840E,C01905
Hà Nội,35BB840E,C01905
Hà Nội,35BB840B,C01348
Hồ Chí Minh,35BB8415,C01412
Hồ Chí Minh,35BB840C,C01348
Hà Nội,35BB840C,C01348
Hồ Chí Minh,35BB8411,C01481
Hà Nội,35BB8411,C01481
Hà Nội,35BB8416,C00279
Hồ Chí Minh,35BB8413,C00077
Hà Nội,35BB841D,C00825
Hà Nội,35BB841A,C01481
Hồ Chí Minh,35BB841A,C01481
Hà Nội,35BB8419,C00825
Toàn quốc,35BB83BD,C01348
Bắc Ninh,35BB83BD,C01348
Đà Nẵng,35BB8417,C01481
Thừa Thiên- Huế,35BB8417,C01481
Quảng Nam,35BB8417,C01481
Hồ Chí Minh,35BB841B,C01906
Bắc Giang,35BB83C1,C01348
KV Bắc Trung Bộ,35BB83C1,C01348
Toàn quốc,35BB83C1,C01348
Hồ Chí Minh,35BB83C5,C01481
Đồng Nai,35BB83C5,C01481
Bà Rịa - Vũng Tàu,35BB83C5,C01481
Hà Nội,35BB83C4,C00941
Hà Nội,35BB83C7,C00825
Hà Nội,35BB83C8,C00061
Hà Nội,35BB83CC,C00941
Hà Nội,35BB8396,C00598
Bắc Giang,35BB83C9,C01348
KV Bắc Trung Bộ,35BB83C9,C01348
Toàn quốc,35BB83C9,C01348
KV Bắc Trung Bộ,35BB83CD,C01348
Toàn quốc,35BB83CD,C01348
Thái Nguyên,35BB83CD,C01348
Hồ Chí Minh,35BB83CE,C01584
Quảng Ninh,35BB83DC,C00941
KV Bắc Trung Bộ,35BB83D0,C01348
Toàn quốc,35BB83D0,C01348
Phú Thọ,35BB83D0,C01348
Hà Nội,35BB83DD,C00077
KV Bắc Trung Bộ,35BB83D1,C01348
Toàn quốc,35BB83D1,C01348
Ninh Bình,35BB83D1,C01348
KV Bắc Trung Bộ,35BB83CB,C01348
Toàn quốc,35BB83CB,C01348
Thanh Hóa,35BB83CB,C01348
KV Bắc Trung Bộ,35BB83D2,C01348
Toàn quốc,35BB83D2,C01348
Nghệ An,35BB83D2,C01348
Đà Nẵng,35BB83D4,C01481
Hồ Chí Minh,35BB83D4,C01481
KV Bắc Trung Bộ,35BB83D5,C01348
Toàn quốc,35BB83D5,C01348
Hà Nam,35BB83D5,C01348
Hà Nội,35BB8422,C01589
Hồ Chí Minh,35BB841E,C00077
Hồ Chí Minh,35BB7910,C00292
Hà Nội,35BB83D6,C00060
Hà Nội,35BB8382,C01907
Hồ Chí Minh,35BB8379,C01908
Hà Nội,35BB8387,C01756
Hải Phòng,35BB837F,C00697
Bình Dương,35BB8384,C01130
Hà Nội,35BB838A,C00857
Hồ Chí Minh,35BB838D,C01481
Hà Nội,35BB838D,C01481
Bình Dương,35BB838D,C01481
Đà Nẵng,35BB8389,C01614
Hà Nội,35BB8380,C00265
Hồ Chí Minh,35BB838C,C01815
Hồ Chí Minh,35BB8390,C01122
Hà Nội,35BB8393,C00118
Bình Thuận,35BB6F76,C01868
Hà Nội,35BB838F,C00598
Hồ Chí Minh,35BB8392,C00054
Hưng Yên,35BB8394,C01355
Hồ Chí Minh,35BB6F5C,C01868
Long An,35BB7791,C01610
Hồ Chí Minh,35BB6F69,C01868
Hồ Chí Minh,35BB8278,C01579
Hồ Chí Minh,35BB8342,C01092
Hà Nội,35BB833D,C01041
Hà Nội,35BB8344,C01041
Hồ Chí Minh,35BB834C,C01584
Long An,35BB8338,C01909
Yên Bái,35BB8357,C00855
Hồ Chí Minh,35BB8350,C00633
Hồ Chí Minh,35BB8358,C00356
Bình Dương,35BB8358,C00356
Phú Thọ,35BB835A,C00060
Hồ Chí Minh,35BB8348,C00153
Hồ Chí Minh,35BB8349,C00024
Hà Nam,35BB8352,C00517
Hà Nội,35BB834F,C00919
Hồ Chí Minh,35BB834A,C01808
Hồ Chí Minh,35BB835B,C01808
Hồ Chí Minh,35BB825D,C01870
Hà Nội,35BB825D,C01870
Hà Nội,35BB8309,C01653
Hà Nội,35BB8313,C00319
Hà Nội,35BB830C,C01833
Hồ Chí Minh,35BB8308,C00474
Hồ Chí Minh,35BB8306,C01423
Hà Nội,35BB830A,C01298
Hà Nội,35BB8317,C01027
Hồ Chí Minh,35BB830F,C00923
Hà Nội,35BB8314,C00755
Đồng Nai,35BB8307,C01535
Hà Nội,35BB8311,C01027
Thái Nguyên,35BB82C9,C00835
Cao Bằng,35BB82C9,C00835
Hà Tĩnh,35BB831D,C00422
Đà Nẵng,35BB831D,C00422
Quảng Ninh,35BB8319,C00061
Hồ Chí Minh,35BB82C8,C00366
Bình Dương,35BB82D1,C01910
Hà Nội,35BB82CE,C01461
Hà Nội,35BB831A,C01911
Hà Nội,35BB82D2,C01864
Quảng Ninh,35BB82CC,C00061
Hà Nội,35BB82CF,C01778
Vĩnh Phúc,35BB82DA,C00697
Hà Nội,35BB82DC,C00077
Hồ Chí Minh,35BB828F,C01577
Hồ Chí Minh,35BB8031,C00206
Cần Thơ,35BB82C0,C00827
Thái Bình,35BB828E,C00374
Hà Nội,35BB82DB,C01461
Hồ Chí Minh,35BB8020,C01779
Hồ Chí Minh,35BB828C,C00550
Hồ Chí Minh,35BB8291,C00060
Hồ Chí Minh,35BB8295,C00029
Hồ Chí Minh,35BB8294,C01423
Hồ Chí Minh,35BB7A7E,C01912
Hồ Chí Minh,35BB8299,C01913
Hồ Chí Minh,35BB8290,C00941
Hà Nội,35BB829C,C01690
Hồ Chí Minh,35BB8298,C00863
Hồ Chí Minh,35BB825B,C00943
Bình Dương,35BB825B,C00943
Hồ Chí Minh,35BB8225,C01914
Đồng Nai,35BB82A0,C00209
Hà Nội,35BB829A,C01915
Hà Nội,35BB825E,C00180
Long An,35BB825F,C01916
Hà Nội,35BB8248,C01387
Hà Nội,35BB8263,C00472
Hồ Chí Minh,35BB8253,C01917
Hồ Chí Minh,35BB8260,C00520
Hà Nội,35BB8266,C00472
Quảng Ninh,35BB8255,C00697
Hồ Chí Minh,35BB8258,C01675
Hồ Chí Minh,35BB822B,C00838
Hồ Chí Minh,35BB8218,C01870
Đà Nẵng,35BB8218,C01870
Cần Thơ,35BB8218,C01870
Hồ Chí Minh,35BB8262,C01918
Hồ Chí Minh,35BB824B,C01412
Hà Nội,35BB822F,C01065
Hà Nội,35BB8201,C01919
Hồ Chí Minh,35BB8226,C01870
Cần Thơ,35BB8226,C01870
Hải Phòng,35BB8226,C01870
Hà Nội,35BB822D,C01774
Thái Nguyên,35BB8232,C01653
Hồ Chí Minh,35BB8228,C01920
Hà Nội,35BB8235,C01588
Bình Dương,35BB8236,C01921
Cần Thơ,35BB8221,C01870
Hồ Chí Minh,35BB8221,C01870
Hà Nội,35BB8221,C01870
Hồ Chí Minh,35BB8214,C01922
Hồ Chí Minh,35BB81E0,C00920
Hồ Chí Minh,35BB81D9,C01779
Hồ Chí Minh,35BB8238,C01092
Hồ Chí Minh,35BB81DA,C01779
Hà Nội,35BB8234,C01573
Bình Dương,35BB822E,C01921
Hồ Chí Minh,35BB81CD,C00943
Hồ Chí Minh,35BB08B7,C01870
Đà Nẵng,35BB08B7,C01870
Hồ Chí Minh,35BB81E1,C00386
Hồ Chí Minh,35BB81E2,C00745
Hồ Chí Minh,35BB81DB,C01779
Hồ Chí Minh,35BB80A1,C00356
Hồ Chí Minh,35BB81EB,C01785
Long An,35BB81E8,C01923
Hồ Chí Minh,35BB81E9,C00709
Hà Nội,35BB81EE,C01589
Hồ Chí Minh,35BB81E4,C01656
Hà Nội,35BB7A7A,C01686
Hồ Chí Minh,35BB81E7,C01924
Hồ Chí Minh,35BB8095,C00356
Hà Nội,35BB8154,C01198
Bà Rịa - Vũng Tàu,35BB7B99,C01464
Hồ Chí Minh,35BB7D95,C01925
Đồng Nai,35BB80A9,C01671
Bình Thuận,35BB80C7,C01926
Bình Dương,35BB80C7,C01926
Bình Phước,35BB80C7,C01926
Hồ Chí Minh,35BB8089,C00034
Đồng Nai,35BB7F7F,C00950
Hồ Chí Minh,35BB81ED,C01785
Hà Nội,35BB803C,C00276
Bình Dương,35BB8066,C00940
Hà Nội,35BB7C99,C01686
Hồ Chí Minh,35BB81A2,C01050
Đồng Nai,35BB81B0,C00569
Hồ Chí Minh,35BB81AE,C01927
Hồ Chí Minh,35BB81B2,C01481
Đồng Nai,35BB81B2,C01481
Bình Dương,35BB81B2,C01481
Hồ Chí Minh,35BB80EE,C00724
Hà Nội,35BB81B4,C01015
Hồ Chí Minh,35BB81B4,C01015
Bình Dương,35BB8035,C00874
Long An,35BB81AF,C01928
Hà Nội,35BB80F2,C00724
Hà Nội,35BB80FB,C00724
Hà Nội,35BB811D,C00724
Hà Nội,35BB812B,C00724
Hà Nội,35BB80FF,C00724
Hà Nội,35BB80EC,C00724
Hà Nội,35BB8129,C00724
Hà Nội,35BB80F8,C00724
Hà Nội,35BB80F4,C00724
Hồ Chí Minh,35BB810B,C00724
Hà Nội,35BB811A,C00724
Hà Nội,35BB8127,C00724
Hà Nội,35BB80FE,C00724
Hà Nội,35BB8118,C00724
Hồ Chí Minh,35BB816D,C00107
Hà Nội,35BB8173,C00741
Hà Nội,35BB80F5,C00724
Hà Nội,35BB811E,C00724
Hồ Chí Minh,35BB8109,C00802
Hà Nội,35BB816F,C01299
Hồ Chí Minh,35BB8176,C01929
Hồ Chí Minh,35BB8172,C00904
Hà Nội,35BB8179,C00237
Thái Bình,35BB8174,C00937
Phú Thọ,35BB8177,C00937
Hồ Chí Minh,35BB817C,C01825
Hồ Chí Minh,35BB8171,C01337
Bình Dương,35BB816E,C01585
Hà Nội,35BB817D,C00428
Hồ Chí Minh,35BB817A,C01825
Hồ Chí Minh,35BB817B,C01825
Hồ Chí Minh,35BB8141,C01930
Hồ Chí Minh,35BB8115,C00724
Hà Nội,35BB8101,C00724
Hồ Chí Minh,35BB817F,C01825
Hà Nội,35BB812E,C00724
Hồ Chí Minh,35BB810D,C00724
Hà Nội,35BB80EB,C00724
Hà Nội,35BB8123,C00724
Hồ Chí Minh,35BB8143,C01599
Hồ Chí Minh,35BB8144,C00072
Hồ Chí Minh,35BB8114,C00724
Hồ Chí Minh,35BB810F,C00724
Hồ Chí Minh,35BB813B,C00780
Hà Nội,35BB812F,C00724
Hà Nội,35BB8100,C00724
Hà Nội,35BB80DF,C00724
Hà Nội,35BB80E0,C00118
Hà Nội,35BB80F3,C00724
Hà Nội,35BB80D6,C00724
Thanh Hóa,35BB80E6,C00107
Bình Dương,35BB8145,C00361
Long An,35BB8002,C01931
Hà Nội,35BB80DC,C00724
Hà Nội,35BB80D4,C00793
Hà Nội,35BB802A,C00277
Hồ Chí Minh,35BB8099,C00118
Hà Nội,35BB80DD,C00724
Hà Nội,35BB80E2,C00724
Hồ Chí Minh,35BB808F,C01932
Hà Nội,35BB80E5,C00237
Hà Nội,35BB80DB,C00724
Hà Nam,35BB80E4,C01317
Bình Định,35BB7D17,C01933
Hà Nội,35BB80A0,C01373
Bình Dương,35BB8093,C01934
Hồ Chí Minh,35BB809C,C01144
Hà Nam,35BB80AB,C01317
Hồ Chí Minh,35BB805B,C01935
Hồ Chí Minh,35BB80A6,C00284
Hà Nội,35BB805C,C01144
Hà Nội,35BB805F,C00830
Thanh Hóa,35BB805F,C00830
Hà Nội,35BB804E,C01542
Hà Nội,35BB805E,C00825
Hồ Chí Minh,35BB8063,C01936
Hồ Chí Minh,35BB80A2,C01937
Hồ Chí Minh,35BB8062,C00650
Hồ Chí Minh,35BB80A5,C01185
Hà Nam,35BB809E,C01317
Hà Nội,35BB8004,C01938
Hà Nội,35BB804D,C01542
Hồ Chí Minh,35BB8010,C01827
Long An,35BB7FEF,C01909
Tây Ninh,35BB800E,C01527
Hà Nội,35BB8016,C01015
Tây Ninh,35BB8011,C01537
Đồng Tháp,35BB8017,C01537
Đồng Nai,35BB8015,C01537
Hà Nội,35BB8068,C00825
Hồ Chí Minh,35BB8068,C00825
Hồ Chí Minh,35BB8014,C00054
Hà Nội,35BB804B,C01542
Hải Phòng,35BB7FCE,C00664
Hồ Chí Minh,35BB7FFD,C01506
Hồ Chí Minh,35BB7F01,C01939
An Giang,35BB8019,C01537
Hồ Chí Minh,35BB7FD3,C00519
Hồ Chí Minh,35BB7FD0,C00054
Hồ Chí Minh,35BB7FD5,C01621
Hồ Chí Minh,35BB7FD6,C01544
Hồ Chí Minh,35BB7FDB,C00259
Hà Nội,35BB7FD8,C01362
Hồ Chí Minh,35BB7FD7,C01516
Hồ Chí Minh,35BB7FD9,C01702
Hồ Chí Minh,35BB7FE1,C01260
Hồ Chí Minh,35BB7FBE,C00332
Hồ Chí Minh,35BB7FDE,C01516
Hà Nội,35BB7FDA,C01362
Hồ Chí Minh,35BB7FE0,C00943
Bình Dương,35BB7FE0,C00943
Hồ Chí Minh,35BB7F93,C00943
Đồng Nai,35BB7FE3,C01257
Hà Nội,35BB7F8D,C00120
Hồ Chí Minh,35BB7F95,C01055
Hồ Chí Minh,35BB7F94,C01724
Hồ Chí Minh,35BB7F98,C01757
Bình Dương,35BB7F69,C00862
Hưng Yên,35BB7FE5,C01940
Hà Nội,35BB74EE,C00237
Hồ Chí Minh,35BB7F99,C01516
Hồ Chí Minh,35BB7F65,C01506
Hồ Chí Minh,35BB7F47,C01941
Hà Nội,35BB7FE6,C00646
Hồ Chí Minh,35BB7F9C,C00471
Hồ Chí Minh,35BB7F9B,C01117
Đồng Nai,35BB7F7B,C01506
Hà Nội,35BB7F48,C00459
