job_id,nganh_nghe
35BB71D8,Quản lý chất lượng (QA/QC)
35BB71E6,Unknown
35BB7205,Cơ khí / Ô tô / Tự động hóa
35BB6B63,Cơ khí / Ô tô / Tự động hóa
35BB6B63,Kiến trúc
35BB6B63,Xây dựng
35BB71DE,Cơ khí / Ô tô / Tự động hóa
35BB71DE,Sản xuất / Vận hành sản xuất
35BB71DE,Điện / Điện tử / Điện lạnh
35BB7E23,Luật / Pháp lý
35BB7E23,Nhân sự
35BB7E25,Quản lý điều hành
35BB7E25,Tiếp thị / Marketing
35BB7E25,Bán lẻ / Bán sỉ
35BB7E24,Lâm Nghiệp
35BB7E24,Sản xuất / Vận hành sản xuất
35BB7E24,Đồ gỗ
35BB7E21,Kế toán / Kiểm toán
35BB71AF,Bán lẻ / Bán sỉ
35BB71AF,Bán hàng / Kinh doanh
35BB71AF,Thực phẩm & Đồ uống
35BB74DF,Ngân hàng
35BB74DF,Bảo hiểm
35BB74DF,Thống kê
35BB7E26,Hành chính / Thư ký
35BB7E26,Quản lý điều hành
35B99BD5,Bán lẻ / Bán sỉ
35B99BD5,Nhân sự
35B99BD5,Nhà hàng / Khách sạn
35BB71B5,Bán hàng / Kinh doanh
35BB71B5,Thực phẩm & Đồ uống
35BB71B5,Nhà hàng / Khách sạn
35BB71B2,Bán lẻ / Bán sỉ
35BB71B2,Bán hàng / Kinh doanh
35BB71B2,Tư vấn
35BB71B0,Bán hàng / Kinh doanh
35BB71B0,Thực phẩm & Đồ uống
35BB71B0,Nhà hàng / Khách sạn
35BB71A6,Unknown
35BB6033,Bán hàng / Kinh doanh
35BB6033,Tiếp thị trực tuyến
35BB6033,Tiếp thị / Marketing
35BB71B6,Bán lẻ / Bán sỉ
35BB71B6,Bán hàng / Kinh doanh
35BB71B6,Xây dựng
35BB719B,Bán hàng / Kinh doanh
35BB71DB,Thu mua / Vật tư
35BB71DB,Biên phiên dịch
35BB7DE9,Bán hàng / Kinh doanh
35BB7DE7,Dịch vụ khách hàng
35BB7DE7,Hành chính / Thư ký
35BB7DE7,Bất động sản
35BB7DE6,Kế toán / Kiểm toán
35BB7DE6,Tài chính / Đầu tư
35BB7DEB,Quản lý chất lượng (QA/QC)
35BB7DEA,Vận chuyển / Giao nhận /  Kho vận
35BB7DEA,Ngành khác
35BB7DEE,Điện / Điện tử / Điện lạnh
35BB7DEC,Điện / Điện tử / Điện lạnh
35BB7DEF,Bán hàng / Kinh doanh
35BB7DEF,Tư vấn
35BB7DEF,Dịch vụ khách hàng
35BB7DF0,Ngân hàng
35BB7DF0,CNTT - Phần mềm
35BB7DF0,CNTT - Phần cứng / Mạng
35BB7DED,Tiếp thị / Marketing
35BB7DED,Mỹ thuật / Nghệ thuật / Thiết kế
35BB7DED,Quảng cáo / Đối ngoại / Truyền Thông
35BB7DBD,Tiếp thị / Marketing
35BB7DBD,Tiếp thị trực tuyến
35BB7DBD,Quảng cáo / Đối ngoại / Truyền Thông
35BB7DF3,Bán hàng / Kinh doanh
35BB7DF1,Bán hàng / Kinh doanh
35BB7DB1,Unknown
35BB7DB4,Bán hàng / Kinh doanh
35BB7DB4,Bán lẻ / Bán sỉ
35BB7DB4,Thực phẩm & Đồ uống
35BB7DBA,Bán hàng / Kinh doanh
35BB7DBA,Bán lẻ / Bán sỉ
35BB7DBA,Thực phẩm & Đồ uống
35BB7DB3,Dịch vụ khách hàng
35BB7DB3,Kế toán / Kiểm toán
35BB7DB3,Nhà hàng / Khách sạn
35B9AB4F,Cơ khí / Ô tô / Tự động hóa
35B9AB4F,Điện / Điện tử / Điện lạnh
35B9AB4F,Bảo trì / Sửa chữa
35BB7D86,Unknown
35BB7DB7,Dịch vụ khách hàng
35BB7DB7,Nhà hàng / Khách sạn
35BB7DB7,Lao động phổ thông
35BB7DB8,Mỹ thuật / Nghệ thuật / Thiết kế
35BB7DB8,Quản lý điều hành
35BB7DB8,Quảng cáo / Đối ngoại / Truyền Thông
35BB7DB9,Bưu chính viễn thông
35BB7DB9,CNTT - Phần mềm
35BB7DB9,CNTT - Phần cứng / Mạng
35BB7DB5,Tiếp thị / Marketing
35BB7DB5,Bán hàng / Kinh doanh
35BB7DBF,Unknown
35BB7DBE,Bán lẻ / Bán sỉ
35BB7DBC,Bảo trì / Sửa chữa
35BB7DBC,Sản xuất / Vận hành sản xuất
35BB7DC1,Tiếp thị / Marketing
35BB7DC1,Thực phẩm & Đồ uống
35BB7D85,Cơ khí / Ô tô / Tự động hóa
35BB7D85,Điện / Điện tử / Điện lạnh
35BB7D85,Bảo trì / Sửa chữa
35BB7D6A,Dược phẩm
35BB7D6A,Kế toán / Kiểm toán
35BB7D6A,Tài chính / Đầu tư
35BB7D74,Kiến trúc
35BB7D74,Xây dựng
35BB7D74,Bất động sản
35BB7D15,Tiếp thị / Marketing
35BB7D15,Hóa học
35BB7D15,Bán hàng / Kinh doanh
35BB7D6F,Vận chuyển / Giao nhận /  Kho vận
35BB7D6F,Kế toán / Kiểm toán
35BB7D72,Sản xuất / Vận hành sản xuất
35BB7D72,Quản lý chất lượng (QA/QC)
35BB7D77,Thu mua / Vật tư
35BB7DC0,Tiếp thị / Marketing
35BB7DC0,Quảng cáo / Đối ngoại / Truyền Thông
35BB7D7C,Dịch vụ khách hàng
35BB7D7C,Tài chính / Đầu tư
35BB7D7C,Ngân hàng
35BB7D76,Vận chuyển / Giao nhận /  Kho vận
